name_1,contrib_1,name_2,contrib_2,cluster_klime,predict_klime,model_pred,pred_actual
3/30/20,184.0888363665203,1/22/20,13.277924063829829,0,413.16539629089027,234.06621,299
3/30/20,241.48123829255311,1/22/20,13.277924063829829,0,470.55779821692306,270.92252,333
3/30/20,632.3992966943991,1/22/20,13.277924063829829,0,861.4758566187691,814.7603,1251
3/30/20,400.66393797419124,1/22/20,13.277924063829829,0,629.7404978985612,517.12537,466
1/22/20,13.277924063829829,3/30/20,7.580128556268483,0,236.65668848063842,14.7541485,10
1/22/20,13.277924063829829,3/30/20,7.580128556268483,0,236.65668848063842,14.7541485,15
3/30/20,887.9579165914508,1/22/20,13.277924063829829,0,1117.0344765158209,1207.6722,1451
3/30/20,521.945994874487,1/22/20,13.277924063829829,0,751.022554798857,598.5389,770
3/30/20,84.46428962699167,1/22/20,13.277924063829829,0,313.5408495513616,109.49594,93
3/30/20,2200.403032333937,1/22/20,13.277924063829829,0,2429.479592258307,3223.0142,2493
3/30/20,16.24313262057532,1/22/20,13.277924063829829,0,245.31969254494527,22.897308,26
3/30/20,746.1012250384264,1/22/20,13.277924063829829,0,975.1777849627963,895.2166,900
3/30/20,330.2770299516982,1/22/20,13.277924063829829,0,559.3535898760681,482.85495,407
3/30/20,71.46978353053142,1/22/20,13.277924063829829,0,300.5463434549014,99.04556,80
3/30/20,889.0407920994893,1/22/20,13.277924063829829,0,1118.1173520238592,1207.6722,1115
3/30/20,384.42080535361595,1/22/20,13.277924063829829,0,613.4973652779859,497.71286,436
3/30/20,10415.096636312895,1/22/20,13.277924063829829,0,10644.173196237265,9093.347,11781
3/30/20,295.62501369447085,1/22/20,13.277924063829829,0,524.7015736188408,418.4175,521
3/30/20,15.160257112536966,1/22/20,13.277924063829829,0,244.2368170369069,22.897308,28
3/30/20,557.6808866397527,1/22/20,13.277924063829829,0,786.7574465641226,600.7513,688
3/30/20,53.06089989387938,1/22/20,13.277924063829829,0,282.13745981824934,81.92654,70
3/30/20,35.73489176526571,1/22/20,13.277924063829829,0,264.81145168963565,61.115322,52
3/30/20,164.59707722182992,1/22/20,13.277924063829829,0,393.6736371461999,213.53784,440
3/30/20,12885.135670148384,1/22/20,13.277924063829829,0,13114.212230072753,17626.135,18431
1/22/20,13.277924063829829,3/30/20,6.497253048230128,0,235.57381297260008,14.260905,16
1/22/20,13.277924063829829,3/30/20,4.331502032153419,0,233.40806195652337,6.2262955,5
3/30/20,105.0389242797204,1/22/20,13.277924063829829,0,334.11548420409036,134.58604,139
3/30/20,398.49818695811456,1/22/20,13.277924063829829,0,627.5747468824845,497.71286,624
3/30/20,4958.486951307626,1/22/20,13.277924063829829,0,5187.563511231996,7069.869,10360
3/30/20,137.52518952087107,1/22/20,13.277924063829829,0,366.601749445241,160.52165,135
3/30/20,388.75230738576937,1/22/20,13.277924063829829,0,617.8288673101393,497.71286,503
3/30/20,266.3873749774353,1/22/20,13.277924063829829,0,495.46393490180526,283.94104,318
1/22/20,13.277924063829829,3/30/20,6.497253048230128,0,235.57381297260008,14.260905,7
3/30/20,115.86767936010396,1/22/20,13.277924063829829,0,344.9442392844739,134.58604,114
3/30/20,150.5196956173313,1/22/20,13.277924063829829,0,379.5962555417012,208.9131,555
3/30/20,715.7807108133525,1/22/20,13.277924063829829,0,944.8572707377224,895.2166,1075
3/30/20,1050.3892427972041,1/22/20,13.277924063829829,0,1279.4658027215742,1239.2041,1203
3/30/20,14.077381604498612,1/22/20,13.277924063829829,0,243.15394152886856,22.897308,13
3/30/20,103.95604877168205,1/22/20,13.277924063829829,0,333.03260869605197,134.58604,182
3/30/20,73.63553454660813,1/22/20,13.277924063829829,0,302.71209447097806,99.04556,91
3/30/20,160.2655751896765,1/22/20,13.277924063829829,0,389.3421351140464,208.9131,195
3/30/20,137.52518952087107,1/22/20,13.277924063829829,0,366.601749445241,160.52165,236
3/30/20,1847.3856167134331,1/22/20,13.277924063829829,0,2076.462176637803,2720.746,3630
3/30/20,19.491759144690384,1/22/20,13.277924063829829,0,248.56831906906032,26.223568,22
3/30/20,3714.262992571557,1/22/20,13.277924063829829,0,3943.339552495927,4276.551,6101
3/30/20,168.92857925398334,1/22/20,13.277924063829829,0,398.00513917835326,213.53784,220
1/22/20,13.277924063829829,3/30/20,3.248626524115064,0,232.325186448485,5.838807,8
1/22/20,13.277924063829829,3/30/20,5.414377540191774,0,234.4909374645617,8.397721,9
3/30/20,2651.962119185931,1/22/20,13.277924063829829,0,2881.038679110301,3654.0913,4161
3/30/20,1072.0467529579712,1/22/20,-254.80934045932761,0,1033.0360483591837,1239.2041,990
3/30/20,624.8191681381306,1/22/20,-109.60911782481078,0,731.0086861738599,730.98114,585
3/30/20,626.9849191542074,1/22/20,-111.77431887981955,0,731.009236134928,730.98114,579
3/30/20,368.1776727330406,1/22/20,-254.80934045932761,0,329.1669681342531,497.71286,350
3/30/20,149.43682010929297,1/22/20,13.277924063829829,0,378.5133800336629,201.23466,138
3/30/20,1606.9872539289186,1/22/20,115.81789792240153,0,1938.6037877118601,1938.6335,1516
3/30/20,275.05037904174213,1/22/20,18.46484806372971,0,509.3138629660119,283.94104,254
3/30/20,158.09982417359978,1/22/20,-254.80934045932761,0,119.08911957481229,208.9131,146
3/30/20,181.9230853504436,1/22/20,-144.42088307856122,0,253.30083813242248,213.53784,168
3/30/20,347.6030380803119,1/22/20,-254.80934045932761,0,308.5923334815244,482.85495,326
3/30/20,524.1117458905637,1/22/20,13.277924063829829,0,753.1883058149336,598.5389,491
3/30/20,1381.7491482569408,1/22/20,76.56577690470775,0,1674.1135610221886,1831.0984,1276
3/30/20,738.521096482158,1/22/20,13.277924063829829,0,967.5976564065279,895.2166,862
3/30/20,57820.52254261285,1/22/20,35879.4614740491,1,94430.50657249198,94439.77,67803
3/30/20,1102.3672671830452,1/22/20,-144.42088307856122,0,1173.745019965024,1239.2041,1019
3/30/20,105.0389242797204,1/22/20,13.277924063829829,0,334.11548420409036,134.58604,117
3/30/20,698.4547026847388,1/22/20,-254.80934045932761,0,659.4439980859513,814.7603,651
3/30/20,1014.6543510319384,1/22/20,18.46484806372971,0,1248.9178349562082,1239.2041,937
3/30/20,106.12179978775876,1/22/20,13.277924063829829,0,335.1983597121287,134.58604,98
3/30/20,147.27106909321625,1/22/20,18.46484806372971,0,381.5345530174861,201.23466,141
3/30/20,41.14926930545748,1/22/20,-254.80934045932761,0,2.1385647066699818,81.92654,43
3/30/20,81.2156631028766,1/22/20,-254.80934045932761,0,42.204958504089106,99.04556,75
3/30/20,19.491759144690384,1/22/20,13.277924063829829,0,248.56831906906032,26.223568,18
3/30/20,273.96750353370373,1/22/20,13.277924063829829,0,503.04406345807365,283.94104,256
3/30/20,837.0627677136482,1/22/20,18.46484806372971,0,1071.326251637918,966.8146,778
3/30/20,539.2720030031006,1/22/20,-154.28044617238035,0,600.7901926912604,600.7513,529
3/30/20,147.27106909321625,1/22/20,-254.80934045932761,0,108.26036449442876,201.23466,137
3/30/20,595.5815294210951,1/22/20,76.56577690470775,0,887.9459421863429,730.98114,557
3/30/20,188.42033839867372,1/22/20,-144.42088307856122,0,259.7980911806526,234.06621,180
1/22/20,13.277924063829829,3/30/20,1.0828755080383547,0,230.1594354324083,2.1250687,1
3/30/20,82.29853861091496,1/22/20,13.277924063829829,0,311.3750985352849,99.04556,76
3/30/20,194.91759144690386,1/22/20,-254.80934045932761,0,155.90688684811636,270.92252,184
3/30/20,1359.0087625881351,1/22/20,256.2256257003291,0,1831.0330241490044,1831.0984,1262
3/30/20,864.1346554146071,1/22/20,13.277924063829829,0,1093.2112153389771,966.8146,1406
3/30/20,20.57463465272874,1/22/20,13.277924063829829,0,249.6511945770987,26.223568,22
3/30/20,87.71291615110674,1/22/20,13.277924063829829,0,316.78947607547667,109.49594,154
3/30/20,357.34891765265706,1/22/20,13.277924063829829,0,586.425477577027,482.85495,435
3/30/20,181.9230853504436,1/22/20,13.277924063829829,0,410.99964527481353,213.53784,245
3/30/20,855.4716513503002,1/22/20,13.277924063829829,0,1084.5482112746702,966.8146,1126
3/30/20,771.0073617233086,1/22/20,13.277924063829829,0,1000.0839216476785,895.2166,712
3/30/20,184.0888363665203,1/22/20,13.277924063829829,0,413.16539629089027,234.06621,288
3/30/20,249.0613668488216,1/22/20,13.277924063829829,0,478.13792677319157,270.92252,426
3/30/20,3249.7093996231024,1/22/20,13.277924063829829,0,3478.7859595474724,4276.551,4472
3/30/20,181.9230853504436,1/22/20,13.277924063829829,0,410.99964527481353,213.53784,181
1/22/20,13.277924063829829,3/30/20,10.828755080383548,0,239.9053150047535,14.7541485,11
3/30/20,2790.57018421484,1/22/20,13.277924063829829,0,3019.64674413921,3654.0913,4077
3/30/20,19.491759144690384,1/22/20,13.277924063829829,0,248.56831906906032,26.223568,50
3/30/20,975.6708327425576,1/22/20,13.277924063829829,0,1204.7473926669277,1207.6722,1488
3/30/20,2124.6017467712522,1/22/20,13.277924063829829,0,2353.6783066956223,3223.0142,3465
3/30/20,710.3663332731608,1/22/20,13.277924063829829,0,939.4428931975307,895.2166,1070
3/30/20,32.48626524115064,1/22/20,13.277924063829829,0,261.56282516552056,61.115322,56
1/22/20,13.277924063829829,3/30/20,12.994506096460256,0,242.0710660208302,21.814901,16
1/22/20,13.277924063829829,3/30/20,12.994506096460256,0,242.0710660208302,21.814901,29
3/30/20,774.2559882474236,1/22/20,13.277924063829829,0,1003.3325481717935,895.2166,1039
1/22/20,13.277924063829829,3/30/20,9.745879572345192,0,238.82243949671513,14.7541485,9
3/30/20,24.90613668488216,1/22/20,13.277924063829829,0,253.98269660925212,61.115322,38
1/22/20,13.277924063829829,3/30/20,5.414377540191774,0,234.4909374645617,8.397721,12
3/30/20,1464.0476868678556,1/22/20,13.277924063829829,0,1693.1242467922257,1938.6335,1882
3/30/20,46.56364684564925,1/22/20,13.277924063829829,0,275.6402067700192,81.92654,61
3/30/20,38.98351828938077,1/22/20,13.277924063829829,0,268.0600782137507,61.115322,40
3/30/20,114.78480385206561,1/22/20,13.277924063829829,0,343.86136377643555,134.58604,134
3/30/20,88.7957916591451,1/22/20,13.277924063829829,0,317.87235158351507,109.49594,134
3/30/20,16.24313262057532,1/22/20,13.277924063829829,0,245.31969254494527,22.897308,17
3/30/20,242.56411380059146,1/22/20,13.277924063829829,0,471.6406737249614,270.92252,334
1/22/20,13.277924063829829,3/30/20,6.497253048230128,0,235.57381297260008,14.260905,6
3/30/20,16.24313262057532,1/22/20,13.277924063829829,0,245.31969254494527,22.897308,24
3/30/20,100.707422247567,1/22/20,13.277924063829829,0,329.78398217193694,134.58604,145
3/30/20,48242.103883108706,1/22/20,13.277924063829829,0,48471.180443033074,40468.98,89953
1/22/20,13.277924063829829,3/30/20,7.580128556268483,0,236.65668848063842,14.7541485,21
1/22/20,13.277924063829829,3/30/20,4.331502032153419,0,233.40806195652337,6.2262955,4
3/30/20,111.53617732795054,1/22/20,13.277924063829829,0,340.61273725232047,134.58604,162
3/30/20,57039.36004281147,1/22/20,56.87588915772208,1,57826.758487799234,94439.77,96092
3/30/20,164.59707722182992,1/22/20,13.277924063829829,0,393.6736371461999,213.53784,205
3/30/20,1312.445115742486,1/22/20,13.277924063829829,0,1541.521675666856,1831.0984,1673
3/30/20,38.98351828938077,1/22/20,13.277924063829829,0,268.0600782137507,61.115322,61
3/30/20,23.823261176843804,1/22/20,13.277924063829829,0,252.89982110121375,61.115322,111
1/22/20,13.277924063829829,3/30/20,8.663004064306838,0,237.7395639886768,14.7541485,23
3/30/20,16.24313262057532,1/22/20,13.277924063829829,0,245.31969254494527,22.897308,20
1/22/20,13.277924063829829,3/30/20,6.497253048230128,0,235.57381297260008,14.260905,7
3/30/20,150.5196956173313,1/22/20,13.277924063829829,0,379.5962555417012,208.9131,264
3/30/20,484.0453520931446,1/22/20,13.277924063829829,0,713.1219120175145,598.5389,678
3/30/20,1176.0028017296534,1/22/20,13.277924063829829,0,1405.0793616540234,1831.0984,1417
3/30/20,1354.6772605559818,1/22/20,13.277924063829829,0,1583.7538204803518,1831.0984,3082
3/30/20,1531.1859683662335,1/22/20,13.277924063829829,0,1760.2625282906035,1938.6335,2092
3/30/20,44933.91920605153,1/22/20,13.277924063829829,0,45162.995765975895,40468.98,55743
3/30/20,682.2115700641635,1/22/20,13.277924063829829,0,911.2881299885335,814.7603,878
3/30/20,3151.1677283916124,1/22/20,13.277924063829829,0,3380.2442883159824,4276.551,4604
3/30/20,5084.100510240076,1/22/20,13.277924063829829,0,5313.1770701644455,7069.869,7851
3/30/20,86762.76371975176,1/22/20,56.87588915772208,1,87550.16216473952,96842.51,124632
3/30/20,38.98351828938077,1/22/20,13.277924063829829,0,268.0600782137507,61.115322,53
3/30/20,2020.64569799957,1/22/20,18.46484806372971,0,2254.9091819238397,2720.746,3139
3/30/20,290.2106361542791,1/22/20,13.277924063829829,0,519.287196078649,418.4175,323
3/30/20,327.02840342758316,1/22/20,13.277924063829829,0,556.1049633519531,482.85495,531
3/30/20,54.143775401917736,1/22/20,13.277924063829829,0,283.2203353262877,99.04556,126
3/30/20,10461.660283158546,1/22/20,-254.80934045932761,0,10422.649578559758,9093.347,10156
3/30/20,288.04488513820235,1/22/20,13.277924063829829,0,517.1214450625723,418.4175,479
3/30/20,101.79029775560535,1/22/20,13.277924063829829,0,330.8668576799753,134.58604,144
3/30/20,407.1611910224214,1/22/20,13.277924063829829,0,636.2377509467914,517.12537,509
3/30/20,482.96247658510623,1/22/20,13.277924063829829,0,712.0390365094762,517.12537,520
1/22/20,13.277924063829829,3/30/20,3.248626524115064,0,232.325186448485,5.838807,10
3/30/20,67.13828149837799,1/22/20,13.277924063829829,0,296.21484142274795,99.04556,77
3/30/20,531.6918744468322,1/22/20,13.277924063829829,0,760.7684343712021,600.7513,771
3/30/20,2152.756509980249,1/22/20,13.277924063829829,0,2381.833069904619,3223.0142,2729
3/30/20,46.56364684564925,1/22/20,13.277924063829829,0,275.6402067700192,81.92654,70
3/30/20,2843.6310841087197,1/22/20,13.277924063829829,0,3072.7076440330898,4276.551,3483
3/30/20,18.408883636652032,1/22/20,13.277924063829829,0,247.48544356102198,26.223568,19
3/30/20,168.92857925398334,1/22/20,13.277924063829829,0,398.00513917835326,213.53784,213
1/22/20,13.277924063829829,3/30/20,5.414377540191774,0,234.4909374645617,8.397721,6
3/30/20,138.6080650289094,1/22/20,13.277924063829829,0,367.68462495327935,201.23466,196
3/30/20,1075.2953794820862,1/22/20,13.277924063829829,0,1304.3719394064562,1239.2041,1688
3/30/20,322.69690139542973,1/22/20,13.277924063829829,0,551.7734613197997,482.85495,752
3/30/20,53.06089989387938,1/22/20,13.277924063829829,0,282.13745981824934,81.92654,66
1/22/20,13.277924063829829,3/30/20,12.994506096460256,0,242.0710660208302,21.814901,14
3/30/20,98.54167123149028,1/22/20,13.277924063829829,0,327.61823115586026,134.58604,201
3/30/20,602.0787824693252,1/22/20,13.277924063829829,0,831.1553423936951,730.98114,919
1/22/20,13.277924063829829,3/30/20,11.911630588421902,0,240.98819051279185,16.409544,14
1/22/20,13.277924063829829,3/30/20,5.414377540191774,0,234.4909374645617,8.397721,9
3/30/20,54.143775401917736,1/22/20,13.277924063829829,0,283.2203353262877,99.04556,64
1/22/20,13.277924063829829,3/30/20,11.911630588421902,0,240.98819051279185,16.409544,11
1/22/20,13.277924063829829,3/30/20,6.497253048230128,0,235.57381297260008,14.260905,23
3/30/20,12723.787219450669,1/22/20,13.277924063829829,0,12952.863779375039,17626.135,16627
3/30/20,637.813674234591,1/22/20,13.277924063829829,0,866.8902341589609,814.7603,950
1/22/20,13.277924063829829,3/30/20,4.331502032153419,0,233.40806195652337,6.2262955,5
3/30/20,29.23763871703558,1/22/20,13.277924063829829,0,258.31419864140554,61.115322,144
3/30/20,141.85669155302446,1/22/20,13.277924063829829,0,370.9332514773944,201.23466,214
3/30/20,308.6195197909311,1/22/20,13.277924063829829,0,537.696079715301,482.85495,483
3/30/20,4813.381633230487,1/22/20,13.277924063829829,0,5042.458193154856,5429.314,5550
3/30/20,193.8347159388655,1/22/20,13.277924063829829,0,422.91127586323546,234.06621,277
3/30/20,1859.2972473018551,1/22/20,13.277924063829829,0,2088.373807226225,2720.746,2818
3/30/20,1070.9638774499328,1/22/20,13.277924063829829,0,1300.0404373743029,1239.2041,1673
1/22/20,13.277924063829829,3/30/20,1.0828755080383547,0,230.1594354324083,2.1250687,1
3/30/20,69.3040325144547,1/22/20,13.277924063829829,0,298.38059243882463,99.04556,96
3/30/20,1028.731732636437,1/22/20,13.277924063829829,0,1257.808292560807,1239.2041,1746
3/30/20,1674.1255354272964,1/22/20,13.277924063829829,0,1903.2020953516665,1938.6335,3094
3/30/20,2225.309169018819,1/22/20,13.277924063829829,0,2454.385728943189,3223.0142,3627
3/30/20,6939.066255509777,1/22/20,13.277924063829829,0,7168.1428154341465,7069.869,10524
3/30/20,750.4327270705799,1/22/20,13.277924063829829,0,979.5092869949498,895.2166,1325
3/30/20,2283.7844464528903,1/22/20,13.277924063829829,0,2512.8610063772603,3654.0913,3613
3/30/20,1988.1594327584194,1/22/20,13.277924063829829,0,2217.2359926827894,2720.746,4731
3/30/20,75.80128556268484,1/22/20,13.277924063829829,0,304.8778454870548,99.04556,102
1/22/20,13.277924063829829,3/30/20,9.745879572345192,0,238.82243949671513,14.7541485,14
1/22/20,13.277924063829829,3/30/20,1.0828755080383547,0,230.1594354324083,2.1250687,7
3/30/20,249.0613668488216,1/22/20,13.277924063829829,0,478.13792677319157,270.92252,259
3/30/20,1573.4181131797295,1/22/20,13.277924063829829,0,1802.4946731040995,1938.6335,2179
3/30/20,175.42583230221348,1/22/20,13.277924063829829,0,404.5023922265834,213.53784,219
3/30/20,850.0572738101084,1/22/20,13.277924063829829,0,1079.1338337344785,966.8146,1624
1/22/20,13.277924063829829,3/30/20,8.663004064306838,0,237.7395639886768,14.7541485,10
3/30/20,951.8475715657138,1/22/20,13.277924063829829,0,1180.9241314900837,1207.6722,1189
3/30/20,363.84617070088717,1/22/20,13.277924063829829,0,592.9227306252571,482.85495,471
3/30/20,818.6538840769962,1/22/20,13.277924063829829,0,1047.730444001366,895.2166,977
1/22/20,13.277924063829829,3/30/20,3.248626524115064,0,232.325186448485,5.838807,7
3/30/20,1435.8929236588583,1/22/20,13.277924063829829,0,1664.9694835832283,1938.6335,1585
3/30/20,75008.6559307098,1/22/20,56.87588915772208,1,75796.05437569757,94439.77,126168
3/30/20,132.11081198067927,1/22/20,13.277924063829829,0,361.1873719050492,160.52165,166
1/22/20,13.277924063829829,3/30/20,6.497253048230128,0,235.57381297260008,14.260905,10
1/22/20,13.277924063829829,3/30/20,8.663004064306838,0,237.7395639886768,14.7541485,10
3/30/20,4361.822546378493,1/22/20,13.277924063829829,0,4590.8991063028625,5429.314,6443
3/30/20,17241.543838986683,1/22/20,13.277924063829829,0,17470.620398911054,17626.135,20505
3/30/20,331.3599054597366,1/22/20,-254.80934045932761,0,292.34920086094905,482.85495,355
3/30/20,20.57463465272874,1/22/20,13.277924063829829,0,249.6511945770987,26.223568,20
3/30/20,1650.3022742504527,1/22/20,18.46484806372971,0,1884.5657581747225,1938.6335,2067
3/30/20,32.48626524115064,1/22/20,13.277924063829829,0,261.56282516552056,61.115322,41
3/30/20,88.7957916591451,1/22/20,13.277924063829829,0,317.87235158351507,109.49594,103
3/30/20,337.8571585079667,1/22/20,13.277924063829829,0,566.9337184323366,482.85495,553
3/30/20,11724.293125531267,1/22/20,13.277924063829829,0,11953.369685455636,17626.135,23934
3/30/20,35.73489176526571,1/22/20,13.277924063829829,0,264.81145168963565,61.115322,48
3/30/20,593.4157784050184,1/22/20,13.277924063829829,0,822.4923383293883,730.98114,1225
3/30/20,661.6369354114347,1/22/20,13.277924063829829,0,890.7134953358046,814.7603,1505
3/30/20,29.23763871703558,1/22/20,13.277924063829829,0,258.31419864140554,61.115322,35
1/22/20,13.277924063829829,3/30/20,12.994506096460256,0,242.0710660208302,21.814901,35
3/30/20,152.68544663340802,1/22/20,13.277924063829829,0,381.76200655777797,208.9131,262
3/30/20,74.71841005464648,1/22/20,13.277924063829829,0,303.7949699790164,99.04556,98
3/30/20,53.06089989387938,1/22/20,13.277924063829829,0,282.13745981824934,81.92654,126
1/22/20,13.277924063829829,3/30/20,5.414377540191774,0,234.4909374645617,8.397721,6
3/30/20,23975.94662347721,1/22/20,13.277924063829829,0,24205.023183401583,40468.98,41903
3/30/20,335.69140749188995,1/22/20,13.277924063829829,0,564.7679674162599,482.85495,400
3/30/20,137988.6032809628,1/22/20,-3948.8688816484437,1,134770.25695514437,96842.51,308850
3/30/20,161.34845069771487,1/22/20,13.277924063829829,0,390.4250106220848,213.53784,266
3/30/20,146.18819358517788,1/22/20,13.277924063829829,0,375.26475350954786,201.23466,155
3/30/20,219.82372813178603,1/22/20,13.277924063829829,0,448.900288056156,270.92252,240
3/30/20,37.90064278134242,1/22/20,13.277924063829829,0,266.9772027057124,61.115322,39
1/22/20,13.277924063829829,3/30/20,7.580128556268483,0,236.65668848063842,14.7541485,9
1/22/20,13.277924063829829,3/30/20,0.0,0,229.07655992436995,2.1250687,0
1/22/20,13.277924063829829,3/30/20,11.911630588421902,0,240.98819051279185,16.409544,14
1/22/20,13.277924063829829,3/30/20,9.745879572345192,0,238.82243949671513,14.7541485,12
1/22/20,13.277924063829829,3/30/20,8.663004064306838,0,237.7395639886768,14.7541485,10
1/22/20,13.277924063829829,3/30/20,10.828755080383548,0,239.9053150047535,14.7541485,16
1/22/20,13.277924063829829,3/30/20,1.0828755080383547,0,230.1594354324083,2.1250687,1
1/22/20,13.277924063829829,3/30/20,3.248626524115064,0,232.325186448485,5.838807,4
1/22/20,13.277924063829829,3/30/20,0.0,0,229.07655992436995,2.1250687,0
1/22/20,13.277924063829829,3/30/20,8.663004064306838,0,237.7395639886768,14.7541485,10
1/22/20,13.277924063829829,3/30/20,8.663004064306838,0,237.7395639886768,14.7541485,18
3/30/20,125.61355893244915,1/22/20,13.277924063829829,0,354.6901188568191,160.52165,217
1/22/20,13.277924063829829,3/30/20,8.663004064306838,0,237.7395639886768,14.7541485,18
3/30/20,27.071887700958868,1/22/20,13.277924063829829,0,256.1484476253288,61.115322,41
1/22/20,13.277924063829829,3/30/20,7.580128556268483,0,236.65668848063842,14.7541485,9
1/22/20,13.277924063829829,3/30/20,1.0828755080383547,0,230.1594354324083,2.1250687,4
1/22/20,13.277924063829829,3/30/20,4.331502032153419,0,233.40806195652337,6.2262955,6
3/30/20,101.79029775560535,1/22/20,13.277924063829829,0,330.8668576799753,134.58604,135
3/30/20,15.160257112536966,1/22/20,13.277924063829829,0,244.2368170369069,22.897308,21
1/22/20,13.277924063829829,3/30/20,2.1657510160767095,0,231.24231094044666,2.1250687,3
1/22/20,13.277924063829829,3/30/20,2.1657510160767095,0,231.24231094044666,2.1250687,3
1/22/20,13.277924063829829,3/30/20,5.414377540191774,0,234.4909374645617,8.397721,5
1/22/20,13.277924063829829,3/30/20,2.1657510160767095,0,231.24231094044666,2.1250687,9
1/22/20,13.277924063829829,3/30/20,3.248626524115064,0,232.325186448485,5.838807,4
1/22/20,13.277924063829829,3/30/20,0.0,0,229.07655992436995,2.1250687,3
1/22/20,13.277924063829829,3/30/20,0.0,0,229.07655992436995,2.1250687,4
1/22/20,13.277924063829829,3/30/20,0.0,0,229.07655992436995,2.1250687,2
1/22/20,13.277924063829829,3/30/20,0.0,0,229.07655992436995,2.1250687,4
1/22/20,13.277924063829829,3/30/20,0.0,0,229.07655992436995,2.1250687,1
